job_id,source,title,location,category,url,raw_text,fetched_at
tencent-120557,tencent,太极机器学习平台产品经理（深圳/北京./上海）,深圳,产品,http://careers.tencent.com/jobdesc.html?postId=2065347628102762496,"1.平台产品规划与设计：支持太极机器学习平台的产品战略规划与方案设计，覆盖数据处理、模型训练、服务部署全链路；深入理解大模型的训练/推理框架，算法pipeline；
2.跨团队协同与交付：协同算法、框架工程、算力调度、数据等多技术团队，对齐跨部门需求与目标，推动解决研发协作中的关键卡点，保障平台功能迭代与基模训练任务的高质量、按时交付；
3.产品迭代与体验优化：深度挖掘算法与研发团队的使用痛点，结合机器学习技术演进方向，制定平台迭代 roadmap，持续优化产品功能与用户体验。",2026-09-23T10:42:04
tencent-120661,tencent,微信安全-风控算法工程师,广州,,http://careers.tencent.com/jobdesc.html?postId=2067515726658453504,"1.欺诈手法识别与对抗：深入研究微信生态内各类欺诈手法，建立欺诈行为识别体系，保障用户资金安全；
2.智能风控体系建设：参与微信账号及支付场景的智能风控体系搭建，设计并优化风控策略架构，提升整体风险防控能力；
3.风控模型开发：深度参与风控模型的特征工程、模型训练与迭代优化，覆盖用户画像、行为序列、图网络等多维度建模方向；
4.实时风控方案落地：参与实时风控决策引擎的方案设计与工程落地，确保在高并发场景下的风险识别与拦截；
5.智能分析工具构建：参与各类智能分析工具的设计与开发（如案例分析平台、风险态势感知、异常检测工具等），赋能风控运营与策略迭代；
6.风险趋势研判：持续跟踪行业黑灰产动态及新型欺诈手法演变趋势，前瞻性地提出防控方案。",2026-09-23T10:42:00
tencent-120794,tencent,腾讯游戏-AI方向资深商业分析师,深圳,战略与投资,http://careers.tencent.com/jobdesc.html?postId=2071425534142885888,"1.关注AI大模型等领域的最新动态、前沿技术突破和应用趋势，能够快速响应并及时整理和输出有价值观点；
2.参与AI产品（AI图像/视频/3D/动画生成等）和游戏AI功能的深度测评，对技术架构、产品设计、用户体验等维度进行拆解，输出专业分析；
3.针对AI技术与游戏领域的结合与应用（包括AI生成技术对游戏开发提效、AI驱动的玩法创新、AI与游戏的融合趋势等）进行分析研究，产出有洞察、可落地的结论，为管理层的策略制定提供支持。",2026-09-23T10:42:04
tencent-120864,tencent,腾讯游戏-大模型评测专家,杭州,产品,http://careers.tencent.com/jobdesc.html?postId=2072330916012933120,"1.负责深度参与大模型前沿方向的数据工作，重点负责视频生成模型的数据标注与管理、模型效果评估；
2.负责建设视频生成大模型的数据生产和质量提升流程，沉淀并建设起行业领先的数据生产标准；
3.负责建立科学的模型效果评估方案与策略，保证对模型效果的正确评估，助力模型效果达到业内一流；
4.与算法、数据等部门紧密合作，深入理解业务场景与大模型技术趋势，牵引数据团队和算法团队的深度融合。",2026-09-18T16:04:14
tencent-120882,tencent,腾讯视频-Agent 技术负责人,北京,技术,http://careers.tencent.com/jobdesc.html?postId=2072477788216147968,"1.负责腾讯视频AIGC内容制作范式重塑,搭建具备行业竞争力的内容制作领域Agent 架构、技术底座与交付机制，支撑业务agent持续创新与规模化落地；
2.主导腾讯视频影视、动画、漫剧等内容生产链路Agent技术规划与体系建设，深入理解行业场景与业务诉求，持续提升业务价值；
3.建设高可用、可演进的工程体系，统筹知识库底座、模型能力、任务规划、记忆机制、评估体系、服务治理等关键模块，持续优化系统产品质量及成本结构；
4.推动前沿 AI 技术在业务中的落地转化，结合大模型、Multi-Agent、多模态交互等方向，形成面向内容制作场景下的技术突破与产品创新。",2026-09-23T10:41:56
tencent-120971,tencent,腾讯云DataBuddy-Agent研发专家,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2074111273825648640,"1.负责DataBuddy整体Agent运行框架的设计、开发与技术演进,并构建Agent整体的可观测性体系、评测体系；
2.深度结合AI能力，建设AI原生的数据智能平台,探索和落地GenAI+大数据的融合场景；
3.负责Agent运行框架、上下文工程、记忆、agent自进化等模块,优化DataBuddy的效果、执行效率；
4.负责DataBuddy底层图谱构建,并构建知识挖掘体系。",2026-09-23T10:41:56
tencent-1210752707245129728,tencent,NLP Research Intern 106758,伦敦,技术,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/UK-London/NLP-Research-Intern_R106758-1,"Business Unit
LIGHTSPEED STUDIOS is made up of passionate players who advance the art & science of game development through great stories, great gameplay, and advanced technology. We are focused on bringing next generation experiences to gamers who want to enjoy them anywhere, anytime, across multiple genres and devices.

About the Hiring Team
Lightspeed Tech Center is a R&D department under Lightspeed Studios which develop PUBG Mobile and other high-quality games. Our Tech Center leads the research, exploration, and discovery of innovative technologies and provides technical services for all games during all phases of life cycle, including engine, audio, QA, AI, next generation game, technical cooperation, etc.

What the Role Entails
LightSpeed Studios is one of the world’s most innovative and successful game developers. With team across China, United States, Singapore, Canada, United Kingdom, France, Japan, South Korea, New Zealand, and United Arab Emirates. We are expanding to more countries.
Founded in 2008, LightSpeed Studios has created over 50 games across multiple platforms and genres for over 4 billion registered users. It is the co-developer of worldwide hits PUBG MOBILE, Apex Legends Mobile, and League of Legends: Wild Rift (Chinese Version).1. Drive and contribute to cutting-edge research projects in NLP/ML.
2. Develop benchmarks and baselines using publicly available datasets.
3. Train large language models (LLMs) on innovative, practical tasks.
4. Publish research findings at leading NLP/ML/AI conferences and in top journals.

Who We Look For
1. Currently in the PhD degree in NLP, Machine Learning, or a related area, or recently submitted the thesis; available at least three days per week (with the supervisor and university approval). Candidates who have completed a Master's degree and have received a PhD offer in a relevant field will also be considered.
2. At least one publication in a top-tier NLP/ML conference or journal (e.g., ACL, NAACL, EMNLP, EACL, NeurIPS, ICLR, ICML).
3. Hands-on experience with Python and deep learning libraries, especially PyTorch, Hugging Face, and Transformers.
4. Experience in one or more of the following areas: supervised fine-tuning of LLMs, LLM self-learning, LLM efficiency, LLM-based AI agents, or LLM applications in gaming, reasoning, or mathematical tasks.

Equal Employment Opportunity at Tencent
As an equal opportunity employer, we firmly believe that diverse voices fuel our innovation and allow us to better serve our users and the community. We foster an environment where every employee of Tencent feels supported and inspired to achieve individual and common goals.
Work Location: UK-London",2026-09-23T10:42:07
tencent-121085,tencent,光子 AI-LLM 高级研究员-游戏智能体方向,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2075441482017456128,"1.负责构建基于大语言模型的 Agent 系统，并持续迭代优化其核心性能；
2.联动游戏策划与研发团队，推动 LLM 智能体在在线游戏环境中的工程落地，兼顾低延迟、低成本与高品质的玩家互动体验；
3.紧跟 LLM 在推理、规划、工具使用及记忆机制等方向的前沿技术发展，并针对游戏 Agent 场景进行定制化适配。",2026-09-23T10:42:07
tencent-121101,tencent,微信安全-风控算法工程师,广州,,http://careers.tencent.com/jobdesc.html?postId=2076490658000060416,"1.识别和挖掘微信业务内的风险，制定安全风控策略与解决方案，保证微信生态用户的账号和支付安全；
2.完善微信安全风控体系的建设，包括但不限于RAG等知识库的构建、基于大模型和Agent的应用、风险团伙的自动化挖掘扩散和效能工具的建设等。",2026-09-23T10:42:00
tencent-121128,tencent,QQ-#社交推荐算法工程师#,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2076584243550666752,"1.优化QQ社交关系链相关业务推荐算法，提升用户体验及新增关系链等业务指标；
2.深入理解产品业务，洞察用户需求，工作内容包括不限于需求沟通、case分析、数据挖掘、特征工程、模型改进、策略开发；
3.能够紧跟工业界、学术界的前沿技术，基于QQ大规模社交图数据，结合大模型技术，升级算法模型，提升推荐效果。",2026-09-23T10:42:00
tencent-121133,tencent,混元大模型海外数据采买产品经理,北京,产品,http://careers.tencent.com/jobdesc.html?postId=2076619146128437248,"1.负责海外优质商用/开源数据集、垂类专业数据源的挖掘、对接、测评与采买落地，覆盖预训练、SFT、多模态、代码、长文本等核心数据类型；
2.建立海外数据技术准入标准，从数据质量、稀缺性、重复噪声、场景适配性做专业评估，筛选真正对模型有效增益的高价值数据；
3.对齐预训练算法团队，根据模型能力短板，制定海外数据采买、补充、配比策略，精准支撑模型迭代；
4.负责外购数据的格式适配、清洗去重、质检、版本管理，无缝对接内部预训练数据工作流，实现规模化复用；
5.把控海外数据版权、隐私、跨境合规风险，搭建标准化海外数据准入与风控体系；
6.沉淀海外供应商资源池与数据资产体系，持续优化数据采买、测评、治理流程，构建长期数据壁垒。",2026-09-23T10:42:07
tencent-121194,tencent,微信小店-风控算法工程师,广州,,http://careers.tencent.com/jobdesc.html?postId=2077292986491912192,"1.设计、开发和优化机器学习模型，应用于微信小店及微信交易的内容审核、风险控制、商家行为监管和用户安全等治理场景；
2.基于海量的数据，进行数据清洗、特征提取、模型训练和评估，提升平台违规行为检测的准确性和效率；
3.参与反作弊、信息过滤、虚假交易检测等关键系统的算法研发和优化，维护平台生态健康。",2026-09-23T10:42:00
tencent-121212,tencent,QQ-Agent产品经理,深圳,产品,http://careers.tencent.com/jobdesc.html?postId=2077347119940939776,"1.负责QQ Agent产品规划与迭代，构建以用户需求为中心的智能交互体验；
2.深入理解用户场景，推动产品在消息提醒、好友状态感知、社交关系拓展等场景应用落地；
3.结合用户行为与反馈，持续优化RAG、Tools、Memory等能力，提升Agent的精准性与个性化水平；
4.协同算法、工程、设计等团队，高效推进产品方案从设计到上线的全过程。",2026-09-23T10:41:56
tencent-121308,tencent,微信-后台开发高级工程师-机器学习工程方向,广州,技术,http://careers.tencent.com/jobdesc.html?postId=2078640022554324992,"1.研究AI模型推理加速技术在微信业务中的应用，参与TFCC服务平台和推理引擎的研发与优化，提升推荐模型、大模型、传统中小模型等业务场景的推理性能；
2.负责微信后台AI算法的工程应用与优化，支持语音识别、语音合成、视觉理解、大语言模型等业务的后台工程开发与优化；
3.跟进AI领域的最新动态，优化内部技术方案，提升平台性能，推进AI架构升级。",2026-09-23T10:42:04
tencent-121319,tencent,智能体应用技术算法工程师,北京,技术,http://careers.tencent.com/jobdesc.html?postId=2079104781984645120,"1.智能体平台研发——负责智能体应用平台核心模块设计与开发，涵盖智能体编排、工具调用、记忆管理、多智能体协作等能力建设；构建支持复杂任务动态规划与自适应执行的工作流引擎，基于 Harness Engineering 与 Loop Engineering 技术实现行为约束、评测闭环及运维自愈等自主闭环场景；
2.数据智能体建设——面向数据分析、治理、检索等场景，打通""自然语言提问 → 数据理解 → 分析推理 → 结果生成 → 决策辅助""完整闭环；融合 RAG、Text2SQL、知识图谱、语义层建模等技术，提升复杂查询生成、跨表关联推理、多轮问答与结果可信校验能力；围绕 SQL 正确率、业务口径准确性、数据安全合规等维度构建评测与反馈机制，持续优化效果；
3.工程化落地与效果优化——负责智能体应用的工程化交付，涵盖效果优化、性能调优、可观测性建设与评测体系搭建；与业务团队协作推动方案在真实场景中落地并持续迭代；
4.技术探索与创新——跟踪大模型与智能体领域前沿进展，围绕智能体自进化、效果与性能自动优化等方向持续提升平台智能化能力。",2026-09-23T10:42:00
tencent-121413,tencent,AI大模型架构师,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2080544639538081792,"1.负责公司大模型（LLM/VLM/MoE等）的整体技术架构规划，参与千亿/万亿参数级别大模型的训练、推理全流程架构优化；
2.优化大规模分布式训练系统（3D并行、ZeRO优化等），参与解决断点续训、通信瓶颈、显存优化等技术难题，提升稳定性和降低成本；
3.规划公司AI基础设施，包括AI芯片、存储、通信等。参与大模型训练的全流程规划（数据处理、预训练、精调、强化、后训练等）。参与大模型推理的全流程规划（改写、压缩、多轮对话、Agent等）。",2026-09-18T16:04:14
tencent-121515,tencent,WAND AI音视频算法工程师,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2082102980622069760,"1.提升多模态大模型的基础能力或下游任务能力，包括多模态理解、多模态生成和编辑、生成式图像&视频处理等方向的实际表现；
2.在模型研发和算法链路上取得突破，在通用或特定场景下的性能表现取得行业领先优势，同时提升算法在实际业务中的稳定性，推动算法在实际业务上的落地；
3.跟踪行业最新技术发展，探索行业领先技术在实际产品和业务上的应用和改进。",2026-09-23T10:42:00
tencent-121631,tencent,微信-音乐生成算法工程师,北京,技术,http://careers.tencent.com/jobdesc.html?postId=2084242224543084544,"1.负责音乐等相关算法的研发与落地，包括音乐生成、音乐理解、音乐编辑等方向；
2.参与生成模型的数据建设、预训练、后训练、效果评测和推理优化；
3.与产品、数据及工程团队协作，建设完整的音乐数据管线，训练框架和推理链路；
4.推动模型从实验阶段走向实际产品，持续提升生成结果的音质、自然度、音乐性、结构完整性和可控性；
5.跟进音乐及音频生成领域的前沿技术，完成论文复现、模型验证及业务化改进。",2026-09-23T10:42:00
tencent-121675,tencent,TEG招聘经理-大模型方向,深圳,人力资源,http://careers.tencent.com/jobdesc.html?postId=2085177266651967488,"1.根据公司人力资源规划制定部门招聘策略、招聘计划；
2.负责相关领域的人力资源市场分析，有效管理及优化招聘渠道；
3.负责相关部门的具体招聘工作，包括人才开源、甄选、吸引、录用等；
4.定期进行招聘效果分析，输出招聘优化提升方案并推动落地。",2026-09-18T16:04:14
tencent-121758,tencent,Agent Infra高级研发工程师,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2086743606953160704,"1.负责大模型 Agent 评估、强化学习和数据制造所需的大规模沙盒平台建设；
2.负责面向模型训练/研究场景下 Agent 框架的研发与维护，支持强化学习、数据生成、自动化评估和实验复现等业务需求；
3.解决高并发任务执行场景下全链路的性能、稳定性问题，与业务紧密协作，优化相关任务流程、建设配套的平台基础设施，保障训练/实验/评估等流程高效、准确执行；
4.支持各类评估 bench 及运行环境接入。",2026-09-23T10:41:56
tencent-121766,tencent,微信小程序-搜索算法工程师-Agent方向,广州,技术,http://careers.tencent.com/jobdesc.html?postId=2086789751029022720,"1.Agent 场景搜索算法研发：负责Agent 场景下的小程序搜索算法全链路研发，覆盖 Query 理解、多路召回、粗排、精排、重排等核心模块，构建面向 Agent 意图驱动的新一代搜索系统；
2.大模型与搜索深度融合：负责大模型在搜索场景的落地与优化，包括但不限于： Query 改写模型的微调（SFT）与蒸馏；领域 Embedding 后训练；基于 Cross-Encoder / LLM 的 Rerank 模型训练；
3.数据驱动的算法迭代：与工程团队紧密协作，设计搜索评估体系，构建训练数据飞轮，通过 A/B 实验持续优化搜索效果。",2026-09-23T10:42:07
tencent-121799,tencent,微信视频号-投放算法工程师,北京,技术,http://careers.tencent.com/jobdesc.html?postId=2087371544719441920,"1.负责微信视频号投放算法的研发；
2.包含商业化或生态投放目标的召回和精排算法、预算控制算法、出价机制的优化迭代；
3.结合微信视频号的业务的实际特点，快速进行算法和策略迭代，不断提升投放效率。",2026-09-23T10:42:00
tencent-121858,tencent,风控算法工程师,深圳,,http://careers.tencent.com/jobdesc.html?postId=2088194595539304448,"1.识别和挖掘腾讯流量的爬虫、自动机等机器流量风险，制定安全风控策略与解决方案，保证腾讯流量安全；
2.完善流量安全风控体系的建设，包括但不限于RAG等知识库的构建、基于大模型和Agent的应用、风控策略的自动化挖掘和效能工具的建设等。",2026-09-23T10:42:00
tencent-121860,tencent,AI产品经理-AI平台（Agent）方向,深圳,产品,http://careers.tencent.com/jobdesc.html?postId=2088450750270324736,"1.负责金融科技AI平台产品的规划、设计和迭代，覆盖 Agent 研发流程、观测、追踪、安全、调优及成本控制等方案；
2.负责金融科技AI工具平台，挖掘技术/非技术用户内部场景痛点，完善产品能力；
3.参与组织级研发体系升级，梳理并设计多角色 Agent协同产品解决方案；
4.建立 AI 服务效果评估治理，通过数据、用户反馈和 Badcase 持续优化产品。",2026-09-23T10:41:56
tencent-121893,tencent,机器学习平台交互设计（深圳）,深圳,设计,http://careers.tencent.com/jobdesc.html?postId=2089313246132744192,"1.全链路交互设计落地：负责太极平台Web端交互设计，包含需求拆解、信息架构梳理、流程梳理、原型设计、交互规则定义、异常场景、等完整交互方案输出，支撑核心业务迭代；
2.体验优化与可用性提升：针对平台复杂操作流程、高频场景等痛点，持续优化交互体验，用数据分析用户路径、降低用户操作成本，提升平台易用性。并搭建建迭代平台交互规范、推动规范落地复用；
3.需求研判与方案输出：深度参与产品需求评审、方案讨论，从交互视角评估需求合理性、流程可行性、提供专业优化建议；
4.跨团队协同落地：对接产品、前端、后端、测试、算法团队，跟进设计还原、开发落地、测试验收，解决落地过程中的交互适配、兼容、逻辑问题，保障设计1:1高质量落地；
5.用户研究与体验复盘：参与用户调研、可用性测试、线上体验问题复盘，，驱动产品持续迭代优化。跟进B端AI中台交互设计趋势，结合业务特性创新交互模式，沉淀行业可复用的复杂系统交互设计方法论。",2026-09-23T10:42:04
tencent-121902,tencent,混元风控算法工程师（北京）,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2089619589012045824,"1.通过分析网络流量/用户行为数据，挖掘海量数据中的恶意行为，分析动机并制定打击策略，并转化为业务认可的价值；
2.负责大模型业务相关的风控对抗工作的工程化落地，并保证线上策略效果持续运营；
3.跟进业内SOTA，关注前沿安全对抗技术，结合业务需求进行落地。",2026-09-23T10:42:00
tencent-121965,tencent,机器学习平台SRE工程师（深圳/北京）,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2090358653394796544,"1.负责机器学习平台的整体 SLA/SLO 定义、监控告警体系建设与故障应急响应，持续提升系统可用性，保障平台各个链路的稳定通畅；
2.负责机器学习平台的架构治理，容灾设计，性能调优。对接AI训练链路、资源调度与存储能力，参与业务和系统的问题排查工作；
3.负责运维运营工作自动化，借助AI能力来解决日常工作问题，包括资源管理、变更管理、故障恢复、用户工具诊断接口/mcp等。",2026-09-23T10:42:04
tencent-122053,tencent,微信搜索-大模型算法工程师-搜索 Planner 方向,广州,技术,http://careers.tencent.com/jobdesc.html?postId=2091832458562682880,"1.负责搜索 Planner 的算法设计与研发，基于大模型构建 query 理解与改写系统，覆盖纠错、归一化、意图补全、语义扩展等场景；
2.设计并构建 SFT / RLHF / DPO 训练数据 pipeline，包括数据采集、蒸馏、质量过滤与模板组装，探索数据合成等 AI-Native 数据生产方式；
3.攻关大模型训练与对齐的关键难题，包括输出长度偏差、类别不平衡、训练-推理分布一致性等；
4.设计高效推理链路，包括 constrained decoding、early stopping、多路改写并行召回，结合量化、KV Cache 优化等手段平衡效果与时延；
5.以端到端业务指标为北极星，建立并持续优化评估体系，负责效果调优与 bad case 治理，形成评估、优化、上线、反哺的闭环。",2026-09-23T10:42:07
tencent-122071,tencent,搜狗输入法-NLP算法工程师,北京,技术,http://careers.tencent.com/jobdesc.html?postId=2092134938500579328,"1.负责输入法打字拼音召回、排序、联想等核心算法研发与迭代，基于大模型技术持续优化用户输入体验与核心算法指标；
2.独立拆解业务需求与用户体验痛点，负责大模型场景化算法方案设计、选型、落地与迭代，解决输入准确率不足、个性化适配弱、推理延迟高等核心问题；
3.主导大模型轻量化落地工作，涵盖模型微调、量化蒸馏、Prompt优化、RAG应用、端侧推理优化等，平衡算法效果、推理速度与落地成本，保障线上稳定高效运行；
4.负责算法全生命周期闭环，包含数据挖掘分析、bad case归因、模型训练、实验验证、灰度上线、效果复盘迭代，以数据驱动持续优化算法能力；
5.跟进NLP与大模型前沿技术，结合输入法业务场景开展技术创新与专项攻坚，沉淀可复用的技术方法论与优化体系；
6.配合团队完成技术规划与项目推进，协助带教校招新人，规范模块研发流程，赋能团队整体技术能力提升。",2026-09-23T10:42:00
tencent-122101,tencent,企业微信-大模型算法工程师-企业经营分析（成都/北京）,广州,技术,http://careers.tencent.com/jobdesc.html?postId=2092279866727776256,"1、与数据、产品、工程等团队紧密配合，参与算法选型到模型优化的全流程，充分利用大模型从业务资料中挖掘潜在的经营模式和用户行为规律；
2、专注用户行为理解和模式识别，利用社区发现、图模型、行为序列、LLM等技术进行用户画像分析、需求预测、营销策略优化、企业经营提效；
3、跟进LLM以及agent相关前沿技术，推动技术框架持续迭代升级，保持行业同类竞品前沿水平；",2026-09-23T10:42:04
tencent-122137,tencent,混元Agent数据策略分析岗（AI/Agent用户行为方向）（北京/深圳/上海）,北京,技术,http://careers.tencent.com/jobdesc.html?postId=2092600086931615744,"1.需求洞察：持续追踪 Coding Agent / AI 编程助手领域的需求变化，通过用户反馈、行为数据、市场调研等多源信息，识别开发者的真实痛点、未满足需求及新兴任务形态，，输出周期性需求洞察报告；
2.UserLog 与 Agent 轨迹深度分析：对多轮对话、任务序列、工具调用和用户反馈进行深入分析，研究任务如何产生、演化和结束；识别模型在需求理解、规划、探索、执行、验证和交付等环节的困难点与失败机制；
3.用户体验与Agent行为质量的观测：从 0 到 1 设计用户体验指标体系。除满意度、留存和问题解决率外，进一步研究沉没成本、用户情绪变化、Agent 可引导性等信号，建立常态化监测机制；
4.探索性分析与假设验证：运用统计分析、聚类、大模型等方法，从海量用户数据中发现未被分类体系覆盖的新问题和新机会，主动提出「可能是什么问题 / 机会」的猜想，并设计验证方案去证实或证伪；
5.数据看板与归因：搭建核心指标看板，持续跟踪关键指标变化，对异常波动进行归因分析，定位问题根因并给出改进建议；
6.策略输入：将洞察转化为可执行的产品策略、模型优化方向和数据建设优先级，协助识别高价值训练样本、评测题、失败 Case、Rubric、Skill 等；
7.跨团队协作：与算法、产品、工程团队紧密配合，推动洞察结论在产品中落地，并跟踪落地效果形成闭环。",2026-09-23T10:41:56
tencent-122208,tencent,Agent安全专家,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2094685239933841408,"1.负责公司 Agent 安全产品的整体技术架构设计；
2.设计运行时防护（Guardrails）与沙箱隔离机制：实时拦截提示词注入、未授权的工具调用、行为漂移及凭据泄露；
3.构建 MCP / 工具供应链安全能力，防范工具投毒、跨源权限提升等同类威胁；
4.搭建自动化的 Agent 红队测试体系，在漏洞进入生产环境前提前发现。",2026-09-23T10:41:56
tencent-122227,tencent,腾讯营销-生成式推荐算法专家,北京,技术,http://careers.tencent.com/jobdesc.html?postId=2094760861490135040,"1.负责营销基础推荐算法多个重点方向的技术规划和团队管理，围绕大模型、Agent等前沿方向，结合千亿级样本、特征和用户行为数据，持续推动营销推荐建模技术升级和效果突破；
2.基于超大规模样本和特征，探索用户兴趣建模、序列表征学习、生成式建模、统一建模等关键技术，实现前沿 AI 技术在营销推荐系统中的有效迁移，持续驱动营销核心指标提升；
3.负责样本、特征、模型等核心能力建设，持续探索模型 scaling up、模型结构优化和训练推理优化等关键技术，不断提升模型效果、训练效率和泛化能力；
4.推动多模态技术和生成式 AI 技术在广告场景中的应用，通过更丰富的信息理解和表达能力，持续提升营销推荐效果和内容生产效率；
5.探索Agent在算法研发和业务场景中的应用，持续提升模型迭代效率和算法系统智能化水平；
6.积极跟进 AI 学术界和业界的最新动态，优化内部技术方案，不断推进营销算法设计升级。",2026-09-23T10:42:04
tencent-122266,tencent,产品管理Agent开发架构师,深圳,产品,http://careers.tencent.com/jobdesc.html?postId=2095317743191638016,"1.深入分析销售与架构师的日常工作链路和痛点，梳理产品选型、配置推荐、询价、折扣策略等核心场景，识别适合由 AI Agent 提效或自动化的环节；
2.负责 Agent 的产品与技术方案设计并落地，包括平台选型、模型选型、skills 开发、多 Agent 架构、工具调用、知识库、安全控制、评测体系及可观测性建设；
3.建立 Agent 评测体系，持续优化准确率、任务完成率、响应速度、调用成本和用户体验；
4.跟踪并判断大模型及 Agent 技术的发展，将真正有业务价值的新技术引入产品。",2026-09-23T10:41:56
tencent-122364,tencent,机器学习平台前端全栈工程师(（深圳/北京）,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2096784591401697280,"1.深度参与腾讯机器学习平台端到端的研发工作（前端视角为主），主导模型训练、评测、服务部署、数据管理及权限管控等核心链路的开发与迭代；
2.负责前端底层架构的规划与搭建，打造高复用、可配置的前端构建体系，通过组件化与模板化手段提升研发效能与交互体验，增强系统的可扩展性；
3.致力于通用能力的沉淀与工程化改造，建设标准化组件库与公共模块，推动平台技术能力的规范化与规模化输出；
4.协同产品团队梳理复杂业务诉求，能独立承担核心模块的技术方案设计与落地，具备独立解决问题的自驱力与Owner意识。",2026-09-23T10:42:04
tencent-122382,tencent,机器学习平台研发工程师（深圳/北京/上海）,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2096870601972166656,"1.负责大模型MaaS平台后端架构设计和研发，覆盖模型服务部署、编排、调用全链路，打造可复用、可扩展、可观测的MaaS平台；
2.持续优化系统架构并响应业务需求，为司内海量业务提供高可用、高性能的模型服务部署与API接入能力；
3.实现模型模板化一键部署，拓展多场景、多卡型、多推理框架部署能力；
4.完善平台能力和易用性，支持各种异构卡、多种推理框架、部署形态的模板一键部署能力。",2026-09-23T10:42:04
tencent-122405,tencent,应用效能技术部-#Agent 开发工程师#-Agent 平台方向,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2097203095237996544,"1.参与 Agent 平台的架构设计与核心能力建设，打造稳定、高效、易扩展的智能体开发与运行平台；
2.建设 Agent 编排、模型与工具接入、知识与上下文管理、运行评测及可观测性等通用平台能力；
3.深入理解业务场景，提炼共性需求并沉淀标准化、可复用的平台解决方案，提升 Agent 应用的开发与交付效率；
4.负责核心系统的设计、开发与持续演进，解决高并发、高可用、性能优化及复杂系统集成等工程问题；
5.跟踪大模型及 Agent 领域的技术发展，开展技术验证并推动有实际价值的能力落地；
6.与产品、算法、测试及业务团队紧密协作，推动项目高质量交付并持续改善用户体验。",2026-09-23T10:41:56
tencent-122480,tencent,WorkBuddy-Agent Harness 算法工程师,深圳,,http://careers.tencent.com/jobdesc.html?postId=2098252450778759168,"1.负责 WorkBuddy Harness 的整体效果与能力优化，协同内部团队，以用户真实任务表现为反馈，不断优化迭代 Harness 效果；岗位为研究和工程复合型，可以偏向其中一个方向，但需要对另一个方向有所了解，更倾向于两者兼顾；
2.独立解决问题，提出原创性想法，从 0 到 1 驱动研究探索；同时拥有扎实的工程落地能力，打通从想法提出到落地实现的完整链路；
3.可针对全新问题定义合理的评测与验证标准，搭建配套评测数据集；立足真实业务场景，保证智能体能力在现实环境下有效可用；
4.包括但不限于以下研究方向：1）Harness Self‑Evolution 方向：研究 Harness 闭环自进化机制，自主迭代工具集、执行架构与多智能体协作范式，适配模型能力与业务场景演进；2）Context Engineering 方向：探索复杂场景下的上下文组织与编排，在模型窗口和 token efficiency 约束下引导模型聚焦关键信息，提升 Agent 任务表现；3）Multi‑Agent Coordination 方向：研究大规模分布式智能体协作，构建 Agent 集群化协作能力；4）Long‑term Memory 方向：研究 Agent 长期记忆、经验内化与自我迭代机制，形成稳定的行为模式与长期决策准则；5）Long‑Horizon 方向：研究长链路、稀疏反馈任务下的持续决策机制，降低长周期执行中的能力衰减；
5.包括但不限于以下工程方向：1）Harness Self‑Evolution 方向：搭建 Agent 自进化 SDK 与平台，实现智能体自主迭代与持续能力升级；2）Context Engineering 方向：优化 Agent 上下文与提示工程，提升复杂场景下的适配能力与任务表现；3）Evaluation 方向：建设 Agent 多维度评测体系、数据集与基准，支撑 Agent 效果迭代和自进化。",2026-09-23T10:41:56
